出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"1121012","11209","1454","台富","紡織纖維","138803","144631","141617","-4.0295648927270085","-1.9870495773812467","1169212","1405697","-16.82332679090871","-"
"1121012","11209","1455","集盛","紡織纖維","690467","655615","713084","5.315924742417425","-3.171716095158495","5463353","7525083","-27.398103117267944","-"
"1121012","11209","1456","怡華","建材營造","216090","73476","50058","194.09603135717785","331.67925206760157","1449299","481754","200.8379795497287","本月認列建設收入較去年本月增加所致"
"1121012","11209","1457","宜進","紡織纖維","313769","315028","348821","-0.39964701550338383","-10.048706929915344","2300994","3411479","-32.55142417702117","-"
"1121012","11209","1459","聯發","紡織纖維","98023","95354","108504","2.799043563982633","-9.659551721595518","765261","1600585","-52.18866851807308","市場需求減少，致營業額下降。"
"1121012","11209","1460","宏遠","紡織纖維","720391","665369","904656","8.269396380053776","-20.36851576731929","5555378","7608489","-26.98447746983665","-"
"1121012","11209","1463","強盛","紡織纖維","38000","38818","44659","-2.1072698232778606","-14.910768266194944","260706","376864","-30.822259488834167","-"
"1121012","11209","1464","得力","紡織纖維","961770","975517","1073666","-1.4092014798306949","-10.42186303748093","7228925","9288954","-22.1771902412263","-"
"1121012","11209","1465","偉全","紡織纖維","40641","44614","62698","-8.905276370645986","-35.179750550256784","436176","412367","5.773740381747327","-"
"1121012","11209","1466","聚隆","紡織纖維","242571","199625","212938","21.513337507827178","13.916257314335628","1760723","2194078","-19.75112097199826","-"
"1121012","11209","1467","南緯","紡織纖維","489276","503680","506568","-2.8597522236340533","-3.413559482636092","3529569","4840567","-27.083562731390764","-"
"1121012","11209","1468","昶和","紡織纖維","81874","91518","137893","-10.537817697065059","-40.624977337500816","793519","1048763","-24.33762442038859","-"
"1121012","11209","1470","大統新創","紡織纖維","42437","51791","71475","-18.061053078720242","-40.62679258481987","527022","735598","-28.35461760363677","-"
"1121012","11209","1471","首利","電子零組件業","17794","31576","12776","-43.647073726881175","39.27676894176581","187813","173624","8.17225729161867","-"
"1121012","11209","1472","三洋實業","建材營造","173810","175397","129228","-0.9048045291538623","34.49871544866438","1338255","683370","95.83168708020546","本公司以專案收入為主要營收，因各財務報表期間所認列專案別不同，使得營業收入同期比較不具相同基礎，此為本公司營業特性"
"1121012","11209","1473","台南","紡織纖維","404571","664222","391158","-39.09099668484332","3.429049131041676","4931520","5892223","-16.30459335975573","-"
"1121012","11209","1474","弘裕","紡織纖維","235637","257924","240259","-8.640917479567625","-1.923757278603507","1922280","2500584","-23.12675758942711","-"
"1121012","11209","1475","業旺","紡織纖維","112605","95610","105736","17.77533730781299","6.496368313535598","944346","858964","9.940113904657238","-"
"1121012","11209","1476","儒鴻","紡織纖維","2382299","2704236","2899121","-11.904915103563447","-17.826851656070925","22291528","32105868","-30.568679843821695","-"
"1121012","11209","1477","聚陽","紡織纖維","2800342","3505603","2427157","-20.118108068711717","15.375395987981","24330436","24719886","-1.5754522492539003","-"
"1121012","11209","1503","士電","電機機械","2388149","2843442","2493434","-16.012037523536616","-4.222489947598373","24351215","22768793","6.949959973723684","-"
"1121012","11209","1504","東元","電機機械","5300860","4999513","4857361","6.027527081137703","9.130451700007473","45031277","43262388","4.088745632811578","-"
"1121012","11209","1506","正道","電機機械","93680","101233","85167","-7.4610057985044405","9.995655594302958","853275","858544","-0.6137134497474794","-"
"1121012","11209","1512","瑞利","汽車工業","89068","90778","44702","-1.8837163189318997","99.24835577826495","878686","471151","86.49774700679825","因至111年11月起新增運動用品批發銷售，故本年營業收入相較去年同期增加86.5%。"
"1121012","11209","1513","中興電","電機機械","1709458","1849896","1649006","-7.591670018206429","3.665966042573526","16298218","13747822","18.551273067108376","-"
"1121012","11209","1514","亞力","電機機械","777195","629670","692853","23.428938968030874","12.17314495282549","6097194","5225685","16.67741166947491","-"
"1121012","11209","1515","力山","電機機械","796888","955059","310793","-16.561385212850723","156.40474528062086","3946824","3652335","8.063033648337296","客戶銷售狀況好增加採購量"
"1121012","11209","1516","川飛","其他","95771","60030","579","59.53856405130768","16440.75993091537","633163","1171319","-45.94444382785561","去年同期船舶延遲及本年度擴展新業務"
"1121012","11209","1517","利奇","電機機械","121960","146450","468695","-16.722430863776033","-73.978813514119","1481117","4138258","-64.20916723896866","主係產業調整庫存及去年基期較高所致。"
"1121012","11209","1519","華城","電機機械","1441440","961051","781296","49.9857967995455","84.49345702525035","8287731","5085238","62.97626581096106","本月與同期逾50%以上，主要是公營案及民營案增加。"
"1121012","11209","1521","大億","汽車工業","494626","432228","407598","14.436362290272726","21.351429594845904","3580707","3575055","0.15809546985990425","-"
"1121012","11209","1522","堤維西","汽車工業","1647751","1820442","1633734","-9.486212689006296","0.8579732073887181","14451810","14276901","1.2251188125490258","-"
"1121012","11209","1524","耿鼎","汽車工業","246511","240721","197003","2.4052741555576787","25.13058176779034","1938170","1800349","7.6552379566406294","-"
"1121012","11209","1525","江申","汽車工業","124629","104547","144636","19.20858561221269","-13.832655770347632","1239741","1084187","14.347524919594129","-"
"1121012","11209","1526","日馳","電機機械","55961","84974","207799","-34.1433850354226","-73.06964903584714","852325","1718433","-50.40103396524624","因市場需求減少，致本月營收較去年同期減少。"
"1121012","11209","1527","鑽全","電機機械","233099","266274","287717","-12.458970834553881","-18.98323700024677","2121210","3211773","-33.955170555328785","-"
"1121012","11209","1528","恩德","電機機械","290165","340123","295730","-14.68821573371986","-1.8817840597842628","2804036","2717479","3.185194807393176","-"
"1121012","11209","1529","樂事綠能","電機機械","114243","37741","39916","202.7026310908561","186.20853792965227","531462","202111","162.95550464843575","本月及本年台電銷貨較去年同期多,又新增子公司工程等收入,致營收增加"
"1121012","11209","1530","亞崴","電機機械","271990","177761","434276","53.008815206935154","-37.36932273485065","1858659","2432857","-23.601798215020448","-"
"1121012","11209","1531","高林股","電機機械","117776","112308","167661","4.868753784236207","-29.753490674635128","1109166","2031273","-45.395522906079094","-"
"1121012","11209","1532","勤美","電機機械","1201528","1732102","1158278","-30.631798820161862","3.7339913215998233","12968123","11155062","16.253257937965742","-"
"1121012","11209","1533","車王電","汽車工業","332544","391517","281736","-15.062692041469464","18.03390408041571","3073263","2433513","26.28915481445959","-"
"1121012","11209","1535","中宇","電機機械","749850","746573","798394","0.4389389919003232","-6.080206013572246","6700926","6364029","5.293769088732939","-"
"1121012","11209","1536","和大","汽車工業","503175","534523","647576","-5.86466812466442","-22.298695442697074","5059913","5533870","-8.564657283239397","-"
"1121012","11209","1537","廣隆","電機機械","534044","574790","629208","-7.088849840811426","-15.124410369861794","4662976","5734824","-18.690163813222515","-"
"1121012","11209","1538","正峰","電機機械","14900","16090","24675","-7.395898073337476","-39.61499493414387","159074","203227","-21.725951768219772","-"
"1121012","11209","1539","巨庭","電機機械","150541","154729","201775","-2.7066677869048466","-25.391649114112255","1101543","2208969","-50.13316166953905","國外市場需求減少"
"1121012","11209","1540","喬福","電機機械","26831","31860","26267","-15.784682988072818","2.147180873339171","377041","352542","6.949242927083866","-"
"1121012","11209","1541","錩泰","電機機械","245401","272639","261060","-9.990500258583696","-5.998237952961005","2288112","3399769","-32.69801565929921","-"
"1121012","11209","1558","伸興","電機機械","735363","734399","556400","0.13126379529383891","32.164450035945364","5682602","5306485","7.0878745534944505","-"
"1121012","11209","1560","中砂","電機機械","569539","556064","579720","2.423282212119468","-1.7561926447250398","4786463","5318312","-10.000334692661882","-"
"1121012","11209","1568","倉佑","汽車工業","114056","100640","149552","13.330683624801273","-23.734888199422276","1087218","1400834","-22.38780612121065","本月及累計合併營收減少主因大陸子公司於今年7月處分所致。"
"1121012","11209","1582","信錦","電子零組件業","886702","884051","740987","0.29986957766011235","19.6649873749472","6508538","8025349","-18.90024969630604","-"
"1121012","11209","1583","程泰","電機機械","486883","410263","742068","18.675825019560623","-34.38835794024267","3888260","4863711","-20.055694098600842","-"
"1121012","11209","1587","吉茂","汽車工業","145650","193155","183167","-24.594237788304728","-20.48240130591209","1616285","1964723","-17.734713748452073","-"
"1121012","11209","1589","永冠-KY","電機機械","663609","674045","845243","-1.5482645817415752","-21.48896826119826","6498608","6624293","-1.8973345532874226","-"
"1121012","11209","1590","亞德客-KY","電機機械","2591877","2561743","2122815","1.1763084743473486","22.096226001794786","22471993","19808521","13.446092214557563","本月營業收入換算匯率為4.3852596;本年累計營業收入換算匯率為4.3920773。"
"1121012","11209","1597","直得","電機機械","82550","82382","134996","0.20392804253356317","-38.85004000118522","838397","1266381","-33.79583237588056","-"
"1121012","11209","1598","岱宇","運動休閒","585465","570892","491059","2.5526719589694724","19.224981112249242","5415680","5026354","7.745693996085433","-"
"1121012","11209","1603","華電","電器電纜","621451","282068","258471","120.31956833104074","140.43354960517814","3048200","2456450","24.089641555903846","本公司產品為訂單式生產。營收增加主要係超耐熱鋼心鋁線340mm2電纜線294,829仟元。"
"1121012","11209","1604","聲寶","電器電纜","601230","688324","597829","-12.653052922751495","0.568891773400086","6914290","6970185","-0.8019155876063547","-"
"1121012","11209","1605","華新","電器電纜","16771119","14410608","14016727","16.380370626971466","19.65075013589121","146519676","136432195","7.393768750843597","-"
"1121012","11209","1608","華榮","電器電纜","905462","710289","953769","27.477970234650964","-5.064853229660431","7187308","8321072","-13.625215597221127","-"
"1121012","11209","1609","大亞","電器電纜","2174547","2347203","2176392","-7.355818819249976","-0.08477333127488063","19299572","20333125","-5.083099621922356","-"
"1121012","11209","1611","中電","電器電纜","106450","119925","124767","-11.236189284969774","-14.680965319355279","979989","1178324","-16.83195793347161","-"
"1121012","11209","1612","宏泰","電器電纜","459278","677991","532534","-32.25898278885708","-13.756116980324261","4448558","4577438","-2.815548785150121","-"
"1121012","11209","1614","三洋電","電器電纜","429345","488036","455614","-12.025957101525297","-5.765626166008946","4569842","4931006","-7.32434720217335","-"
"1121012","11209","1615","大山","電器電纜","469649","472133","344482","-0.5261229356982037","36.33484478143996","3500662","3091426","13.237774412196831","-"
"1121012","11209","1616","億泰","電器電纜","307904","330385","313106","-6.804485675802473","-1.6614181778694754","2901643","2767812","4.83526337771496","-"
"1121012","11209","1617","榮星","電器電纜","256351","254781","276154","0.6162154948759916","-7.1709987905299215","2116173","2744311","-22.888732363059436","-"
"1121012","11209","1618","合機","電器電纜","478542","699174","304615","-31.55609333299007","57.097319567322685","3180544","2045523","55.488058555195906","本月及本年累計增加係因業主通知銅板、高壓線、超高壓線及光纜線等交貨數量較去年同期增加。"
"1121012","11209","1626","艾美特-KY","電器電纜","524592","277656","733716","88.93594952026969","-28.502036210195772","6914498","7792509","-11.267372293057345","-"
"1121012","11209","1701","中化","生技醫療業","713176","711815","728746","0.19120136552334524","-2.1365468901373044","6347629","6102746","4.01266905094854","-"
"1121012","11209","1702","南僑","食品工業","2046638","1998440","1739911","2.4117811893276757","17.628890213349994","16808721","14961833","12.343995551881912","-"
"1121012","11209","1707","葡萄王","生技醫療業","765446","991411","861571","-22.792262744714353","-11.156944697535085","7435046","7266923","2.313537655483621","-"
"1121012","11209","1708","東鹼","化學工業","449308","494044","691134","-9.0550639214321","-34.98974149730732","4405903","6129667","-28.12165815859165","-"
"1121012","11209","1709","和益","化學工業","845980","853507","775534","-0.8818908339357497","9.083547594302765","7202243","8084468","-10.912591898440319","-"
"1121012","11209","1710","東聯","化學工業","1764907","1786506","1942737","-1.2090079742245479","-9.15358074716238","15731116","16960552","-7.248797091038075","無"
"1121012","11209","1711","永光","化學工業","734490","692430","721723","6.074260214028855","1.7689612219646595","5918473","6966099","-15.038919199971176","-"
"1121012","11209","1712","興農","化學工業","1860207","1585242","1915609","17.345301222147786","-2.892135086022252","14594558","18012868","-18.977044632759203","-"
"1121012","11209","1713","國化","化學工業","40844","43833","37219","-6.819063262838501","9.739649103952283","346619","469709","-26.205586863355823","-"
"1121012","11209","1714","和桐","化學工業","1941684","1553868","2081377","24.958104549421186","-6.711566429339808","14979465","17075553","-12.27537403913068","-"
"1121012","11209","1717","長興","化學工業","3916160","3963723","3805756","-1.199957716520554","2.9009742085409576","31692726","37243105","-14.903104883440841","-"
"1121012","11209","1718","中纖","化學工業","3420387","3662804","2779499","-6.618344852741234","23.05768053883092","29377964","25131858","16.895312714245005","本月份自結異業別合併營收資訊，未經會計師簽證或核閱。"
"1121012","11209","1720","生達","生技醫療業","495586","585898","577234","-15.414287128476287","-14.144696951323034","4647391","4267765","8.89519455733856","-"
"1121012","11209","1721","三晃","化學工業","206090","167455","196164","23.071870054641547","5.060051793397362","1597691","2303802","-30.64981278773089","-"
"1121012","11209","1722","台肥","化學工業","966873","1021253","1201791","-5.324831359124526","-19.547325616517348","12382418","11543061","7.271528756540401","-"
"1121012","11209","1723","中碳","化學工業","530119","666121","778765","-20.417011323768506","-31.928245362850152","6403677","8223703","-22.13146559402741","-"
"1121012","11209","1725","元禎","化學工業","604467","726950","623168","-16.848889194580096","-3.0009564034096745","5644888","7179399","-21.373808587599047","-"
"1121012","11209","1726","永記","化學工業","708441","784327","789203","-9.67530124552642","-10.2333620120552","6836552","7092787","-3.6126137722731557","-"
"1121012","11209","1727","中華化","化學工業","151735","138477","198647","9.574153108458445","-23.615760620598348","1299069","1740407","-25.358321358165075","-"
"1121012","11209","1730","花仙子","化學工業","218065","207472","240248","5.105749209531889","-9.233375511970964","1958027","2121104","-7.688307598307296","-"
"1121012","11209","1731","美吾華","生技醫療業","105364","101448","98291","3.86010566989985","7.1959792859977005","963924","936460","2.9327467270358585","本月美吾髮和醫藥事業部出貨同步增加，營收較去年同期成長7.2%。"
"1121012","11209","1732","毛寶","化學工業","44484","41511","45933","7.161957071619571","-3.154594735810855","417962","447187","-6.535297314099023","-"
"1121012","11209","1733","五鼎","生技醫療業","115344","147378","203242","-21.735944306477222","-43.247950718847484","1266309","1735537","-27.036473437328045","-"
"1121012","11209","1734","杏輝","生技醫療業","265696","227103","276864","16.993610828566773","-4.0337494220989365","2215917","2094288","5.807653961632784","-"
"1121012","11209","1735","日勝化","化學工業","208998","229340","237879","-8.869800296503008","-12.141046498429874","1750026","2327755","-24.819149781656574","-"
"1121012","11209","1736","喬山","運動休閒","3587203","3276394","3274749","9.486313306641387","9.541311410431762","25312619","22137620","14.342097298625598","-"
"1121012","11209","1737","臺鹽","食品工業","332827","318789","332826","4.4035396453453535","0.00030045729600451887","2645250","2769223","-4.47681533773192","-"
"1121012","11209","1752","南光","生技醫療業","167453","193411","158742","-13.421160120158627","5.487520630960931","1633918","1339442","21.9849758332201","-"
"1121012","11209","1760","寶齡富錦","生技醫療業","115669","244031","156797","-52.60069417410083","-26.23009368801699","1353209","1930920","-29.918950552068445","-"
"1121012","11209","1762","中化生","生技醫療業","74242","158641","178072","-53.20125314389092","-58.307875466103596","1631089","1574667","3.5831067774964485","當月營收較去年同期減少，主係部份產品營收遞延認列所致。"
"1121012","11209","1773","勝一","化學工業","875068","874848","884802","0.025147225575185634","-1.1001331371312453","7297104","8805725","-17.132274741716326","-"
"1121012","11209","1776","展宇","化學工業","109181","101916","104345","7.128419482711252","4.634625521107863","875051","1122736","-22.060840660671786","-"
"1121012","11209","1783","和康生","生技醫療業","44422","60919","59273","-27.08022127743397","-25.055252813253926","473373","440124","7.55446192436677","-"
"1121012","11209","1786","科妍","生技醫療業","56688","80500","67611","-29.580124223602486","-16.155655144872874","509741","397481","28.242859407116313","-"
"1121012","11209","1789","神隆","生技醫療業","279394","183059","223986","52.625109937233354","24.737260364487067","2062919","2248193","-8.241018453486866","-"
"1121012","11209","1795","美時","生技醫療業","1100388","1184833","3348921","-7.127164756552189","-67.14201380086303","13538873","11461182","18.128069164245016","本月營收較去年同期減少主係因去年血癌用藥集中於九月出貨基期較高，今年分散逐季出貨後，累計營收仍較去年同期成長。"
"1121012","11209","1802","台玻","玻璃陶瓷","4106296","4373319","3513972","-6.105728852617428","16.856252696378913","33594501","32471642","3.457968032537437","-"
"1121012","11209","1805","寶徠","建材營造","631","621","86416","1.6103059581320451","-99.26981114608405","144028","346953","-58.48774906111203","去年同期及累計營收較高主要係去年認列康橋旭案收入較高所致。"
"1121012","11209","1806","冠軍","玻璃陶瓷","236456","273910","223344","-13.673834471176663","5.8707643814026795","2259439","2284217","-1.0847480777877059","-"
"1121012","11209","1808","潤隆","建材營造","7714736","5965649","18741","29.319307924418617","41065.017875246784","24466915","938882","2505.9627301407418","營收變動主要係本月及本期累計房地出售收入皆較去年同期增加所致。"
"1121012","11209","1809","中釉","玻璃陶瓷","211021","203578","261115","3.6560925050840463","-19.184650441376405","1735611","1988535","-12.719112311324668","-"
"1121012","11209","1810","和成","玻璃陶瓷","394617","425391","398827","-7.234285633687596","-1.055595533903171","3602391","3762408","-4.253047516377809","-"
"1121012","11209","1817","凱撒衛","玻璃陶瓷","206731","218924","228371","-5.569512707606292","-9.475809100104653","1786903","1963526","-8.995195378110603","-"
"1121012","11209","1903","士紙","造紙工業","10464","14759","12980","-29.100887594010434","-19.38366718027735","129016","125334","2.93775033111526","-"
"1121012","11209","1904","正隆","造紙工業","3520373","3549970","3447890","-0.8337253554255388","2.1022422409067576","30884504","33422200","-7.592845473966405","-"
"1121012","11209","1905","華紙","造紙工業","1734754","1613768","2036637","7.497112348243366","-14.822621802510708","15469454","17911924","-13.636000242073381","-"
"1121012","11209","1906","寶隆","造紙工業","251120","285334","238963","-11.99085983443964","5.087398467545185","2530663","3599604","-29.696072123489138","-"
"1121012","11209","1907","永豐餘","造紙工業","6443074","6279524","6821113","2.6044967739593","-5.542189375839397","54113742","60286282","-10.23871400793965","-"
"1121012","11209","1909","榮成","造紙工業","4047348","4020496","4587310","0.6678777941826083","-11.770776337330592","34420425","39507997","-12.877322026727905","-"
"1121012","11209","2002","中鋼","鋼鐵工業","29458618","30550154","29912530","-3.572931252654242","-1.517464420428496","274932250","354190284","-22.377246802173715","-"
"1121012","11209","2006","東和鋼鐵","鋼鐵工業","5370273","5359544","4690839","0.20018494110693","14.484274561544321","44954866","45901110","-2.061483916184162","-"
"1121012","11209","2007","燁興","鋼鐵工業","380418","399105","503928","-4.682226481752922","-24.50945373148545","3796049","5525845","-31.303737256473898","-"
"1121012","11209","2008","高興昌","鋼鐵工業","120726","129029","158637","-6.434987483433956","-23.897955710206322","1136893","1672730","-32.033681466823694","-"
